category,schema_name,object_name,detail_name,technical_type,nullable,definition
COLUMN,operations,incident_simulation_decisions,dropea_snapshot_at,timestamp with time zone,NO,
COLUMN,operations,incident_simulation_decisions,chatby_snapshot_at,timestamp with time zone,YES,
COLUMN,operations,incident_simulation_decisions,policy_version,text,NO,
COLUMN,operations,incident_simulation_decisions,connector_version,text,NO,
COLUMN,operations,incident_simulation_decisions,issue_type,text,NO,
COLUMN,operations,incident_simulation_decisions,delivery_attempt_number,text,NO,'UNKNOWN'::text
COLUMN,operations,incident_simulation_decisions,customer_has_replied,boolean,NO,
COLUMN,operations,incident_simulation_decisions,customer_intent,text,NO,
COLUMN,operations,incident_simulation_decisions,interpretation_summary,text,NO,
COLUMN,operations,incident_simulation_decisions,facts_used,jsonb,NO,'[]'::jsonb
COLUMN,operations,incident_simulation_decisions,facts_ignored,jsonb,NO,'[]'::jsonb
COLUMN,operations,incident_simulation_decisions,allowed_resolution_options,ARRAY,NO,'{}'::text[]
COLUMN,operations,incident_simulation_decisions,gls_feasibility,jsonb,NO,'{}'::jsonb
COLUMN,operations,incident_simulation_decisions,simulated_decision,text,NO,
COLUMN,operations,incident_simulation_decisions,simulated_action,jsonb,YES,
COLUMN,operations,incident_simulation_decisions,missing_data,ARRAY,NO,'{}'::text[]
COLUMN,operations,incident_simulation_decisions,blocking_reasons,ARRAY,NO,'{}'::text[]
COLUMN,operations,incident_simulation_decisions,risk,text,NO,
COLUMN,operations,incident_simulation_decisions,confidence,numeric,YES,
COLUMN,operations,incident_simulation_decisions,qa_status,text,NO,
COLUMN,operations,incident_simulation_decisions,human_review,boolean,NO,
COLUMN,operations,incident_simulation_decisions,timer_status,text,YES,
COLUMN,operations,incident_simulation_decisions,execution_available,boolean,NO,false
COLUMN,operations,incident_simulation_decisions,external_write_attempted,boolean,NO,false
COLUMN,operations,incident_simulation_decisions,actions_executed,integer,NO,0
COLUMN,operations,incident_simulation_decisions,production_writes,integer,NO,0
COLUMN,operations,incident_simulation_decisions,created_at,timestamp with time zone,NO,now()
COLUMN,operations,incident_simulation_decisions,superseded_at,timestamp with time zone,YES,
COLUMN,operations,incident_timers,timer_id,text,NO,
COLUMN,operations,incident_timers,canonical_order_id,text,NO,
COLUMN,operations,incident_timers,canonical_issue_id,text,NO,
COLUMN,operations,incident_timers,issue_version,text,NO,
COLUMN,operations,incident_timers,source_event_id,text,NO,
COLUMN,operations,incident_timers,timer_type,text,NO,
COLUMN,operations,incident_timers,started_at,timestamp with time zone,NO,
COLUMN,operations,incident_timers,due_at,timestamp with time zone,NO,
COLUMN,operations,incident_timers,status,text,NO,
COLUMN,operations,incident_timers,policy_version,text,NO,
COLUMN,operations,incident_timers,superseded_by,text,YES,
COLUMN,operations,incident_timers,created_at,timestamp with time zone,NO,now()
COLUMN,operations,incident_timers,updated_at,timestamp with time zone,NO,now()
COLUMN,operations,incident_timers,actions_executed,integer,NO,0
COLUMN,operations,incident_timers,production_writes,integer,NO,0
COLUMN,operations,job_runs,id,uuid,NO,gen_random_uuid()
COLUMN,operations,job_runs,job_id,uuid,NO,
COLUMN,operations,job_runs,attempt,integer,NO,
COLUMN,operations,job_runs,worker_id,text,YES,
COLUMN,operations,job_runs,status,text,NO,
COLUMN,operations,job_runs,started_at,timestamp with time zone,NO,now()
COLUMN,operations,job_runs,completed_at,timestamp with time zone,YES,
COLUMN,operations,job_runs,error_masked,text,YES,
COLUMN,operations,jobs,id,uuid,NO,gen_random_uuid()
COLUMN,operations,jobs,job_type,text,NO,
COLUMN,operations,jobs,status,text,NO,'PENDING'::text
COLUMN,operations,jobs,payload_masked,jsonb,NO,'{}'::jsonb
COLUMN,operations,jobs,attempts,integer,NO,0
COLUMN,operations,jobs,max_attempts,integer,NO,5
COLUMN,operations,jobs,run_after,timestamp with time zone,NO,now()
COLUMN,operations,jobs,locked_at,timestamp with time zone,YES,
COLUMN,operations,jobs,locked_by,text,YES,
COLUMN,operations,jobs,last_error_masked,text,YES,
COLUMN,operations,jobs,deduplication_key,text,NO,
COLUMN,operations,jobs,created_at,timestamp with time zone,NO,now()
COLUMN,operations,jobs,completed_at,timestamp with time zone,YES,
COLUMN,operations,order_duplicate_assessments,assessment_id,uuid,NO,gen_random_uuid()
COLUMN,operations,order_duplicate_assessments,candidate_order_id,text,NO,
COLUMN,operations,order_duplicate_assessments,conflicting_order_id,text,YES,
COLUMN,operations,order_duplicate_assessments,identity_status,text,NO,
COLUMN,operations,order_duplicate_assessments,product_match,text,NO,
COLUMN,operations,order_duplicate_assessments,result,text,NO,
COLUMN,operations,order_duplicate_assessments,blocking_reason,text,YES,
COLUMN,operations,order_duplicate_assessments,confidence,numeric,YES,
COLUMN,operations,order_duplicate_assessments,reviewed_by_hash,text,YES,
COLUMN,operations,order_duplicate_assessments,reviewed_at,timestamp with time zone,YES,
COLUMN,operations,order_duplicate_assessments,policy_version,text,NO,
COLUMN,operations,order_duplicate_assessments,created_at,timestamp with time zone,NO,now()
COLUMN,operations,reconciliation_results,id,uuid,NO,gen_random_uuid()
COLUMN,operations,reconciliation_results,source,text,NO,
COLUMN,operations,reconciliation_results,entity_type,text,NO,
COLUMN,operations,reconciliation_results,expected_count,bigint,YES,
COLUMN,operations,reconciliation_results,actual_count,bigint,YES,
COLUMN,operations,reconciliation_results,expected_checksum,text,YES,
COLUMN,operations,reconciliation_results,actual_checksum,text,YES,
COLUMN,operations,reconciliation_results,status,text,NO,
COLUMN,operations,reconciliation_results,details,jsonb,NO,'{}'::jsonb
COLUMN,operations,reconciliation_results,checked_at,timestamp with time zone,NO,now()
COLUMN,operations,releasit_configuration_snapshots,snapshot_id,uuid,NO,gen_random_uuid()
COLUMN,operations,releasit_configuration_snapshots,configuration_hash,text,NO,
COLUMN,operations,releasit_configuration_snapshots,blocked_number_count,integer,NO,
COLUMN,operations,releasit_configuration_snapshots,captured_at,timestamp with time zone,NO,now()
COLUMN,operations,releasit_configuration_snapshots,operation_id,uuid,YES,
COLUMN,operations,releasit_configuration_snapshots,encrypted_backup_reference,text,NO,
COLUMN,operations,releasit_configuration_snapshots,created_at,timestamp with time zone,NO,now()
COLUMN,operations,releasit_phone_block_events,event_id,uuid,NO,gen_random_uuid()
COLUMN,operations,releasit_phone_block_events,canonical_order_id,text,NO,
COLUMN,operations,releasit_phone_block_events,dropea_order_id,text,YES,
COLUMN,operations,releasit_phone_block_events,phone_encrypted,bytea,YES,
COLUMN,operations,releasit_phone_block_events,phone_hash,text,NO,
COLUMN,operations,releasit_phone_block_events,phone_last4,text,NO,
COLUMN,operations,releasit_phone_block_events,reason,text,NO,
COLUMN,operations,releasit_phone_block_events,source_final_state,text,NO,
COLUMN,operations,releasit_phone_block_events,status,text,NO,
COLUMN,operations,releasit_phone_block_events,idempotency_key,text,NO,
COLUMN,operations,releasit_phone_block_events,attempts,integer,NO,0
COLUMN,operations,releasit_phone_block_events,last_error_code,text,YES,
COLUMN,operations,releasit_phone_block_events,requested_at,timestamp with time zone,YES,
COLUMN,operations,releasit_phone_block_events,verified_at,timestamp with time zone,YES,
COLUMN,operations,releasit_phone_block_events,policy_version,text,NO,
COLUMN,operations,releasit_phone_block_events,actor_hash,text,YES,
COLUMN,operations,releasit_phone_block_events,audit_event_ids,ARRAY,NO,'{}'::uuid[]
COLUMN,operations,releasit_phone_block_events,created_at,timestamp with time zone,NO,now()
COLUMN,operations,releasit_phone_block_events,updated_at,timestamp with time zone,NO,now()
COLUMN,operations,system_locks,lock_name,text,NO,
COLUMN,operations,system_locks,owner_id,text,NO,
COLUMN,operations,system_locks,acquired_at,timestamp with time zone,NO,now()
COLUMN,operations,system_locks,expires_at,timestamp with time zone,NO,
COLUMN,process_intelligence,observations,observation_id,text,NO,
COLUMN,process_intelligence,observations,process_type,text,NO,
COLUMN,process_intelligence,observations,entity_hash,text,YES,
COLUMN,process_intelligence,observations,state,text,NO,
COLUMN,process_intelligence,observations,duration_seconds,bigint,YES,
COLUMN,process_intelligence,observations,source,text,NO,
COLUMN,process_intelligence,observations,observed_at,timestamp with time zone,NO,
COLUMN,raw,ingestion_batches,id,uuid,NO,gen_random_uuid()
COLUMN,raw,ingestion_batches,source,text,NO,
COLUMN,raw,ingestion_batches,status,text,NO,'PENDING'::text
COLUMN,raw,ingestion_batches,received_count,integer,NO,0
COLUMN,raw,ingestion_batches,accepted_count,integer,NO,0
COLUMN,raw,ingestion_batches,rejected_count,integer,NO,0
COLUMN,raw,ingestion_batches,cursor_masked,text,YES,
COLUMN,raw,ingestion_batches,checksum,text,YES,
COLUMN,raw,ingestion_batches,started_at,timestamp with time zone,NO,now()
COLUMN,raw,ingestion_batches,completed_at,timestamp with time zone,YES,
COLUMN,raw,ingestion_batches,run_mode,text,NO,'SIMULATION'::text
COLUMN,raw,ingestion_errors,id,uuid,NO,gen_random_uuid()
COLUMN,raw,ingestion_errors,batch_id,uuid,YES,
COLUMN,raw,ingestion_errors,source_record_id_hash,text,YES,
COLUMN,raw,ingestion_errors,error_code,text,NO,
COLUMN,raw,ingestion_errors,error_detail_masked,text,YES,
COLUMN,raw,ingestion_errors,retryable,boolean,NO,false
COLUMN,raw,ingestion_errors,created_at,timestamp with time zone,NO,now()
COLUMN,raw,ingestion_records,id,uuid,NO,gen_random_uuid()
COLUMN,raw,ingestion_records,source,text,NO,
COLUMN,raw,ingestion_records,source_record_id,text,NO,
COLUMN,raw,ingestion_records,entity_type,text,NO,
COLUMN,raw,ingestion_records,payload,jsonb,NO,
COLUMN,raw,ingestion_records,payload_checksum,text,NO,
COLUMN,raw,ingestion_records,deduplication_key,text,NO,
COLUMN,raw,ingestion_records,source_occurred_at,timestamp with time zone,YES,
COLUMN,raw,ingestion_records,received_at,timestamp with time zone,NO,now()
COLUMN,raw,ingestion_records,masking_status,text,NO,'PENDING'::text
COLUMN,raw,ingestion_records,run_mode,text,NO,'SIMULATION'::text
COLUMN,raw,source_records,id,uuid,NO,gen_random_uuid()
COLUMN,raw,source_records,batch_id,uuid,NO,
COLUMN,raw,source_records,source,text,NO,
COLUMN,raw,source_records,source_record_id_hash,text,NO,
COLUMN,raw,source_records,entity_type,text,NO,
COLUMN,raw,source_records,payload_masked,jsonb,NO,
COLUMN,raw,source_records,checksum,text,NO,
COLUMN,raw,source_records,occurred_at,timestamp with time zone,YES,
COLUMN,raw,source_records,received_at,timestamp with time zone,NO,now()
COLUMN,raw_private,source_records,id,uuid,NO,gen_random_uuid()
COLUMN,raw_private,source_records,batch_id,uuid,NO,
COLUMN,raw_private,source_records,source,text,NO,
COLUMN,raw_private,source_records,source_object,text,NO,
COLUMN,raw_private,source_records,source_record_hash,text,NO,
COLUMN,raw_private,source_records,canonical_order_hash,text,YES,
COLUMN,raw_private,source_records,payload_masked,jsonb,NO,
COLUMN,raw_private,source_records,payload_checksum,text,NO,
COLUMN,raw_private,source_records,source_updated_at,timestamp with time zone,YES,
COLUMN,raw_private,source_records,imported_at,timestamp with time zone,NO,now()
COLUMN,raw_private,source_records,masking_version,text,NO,'shadow-v1'::text
COLUMN,raw_private,source_records,run_mode,text,NO,'SHADOW_READ_ONLY'::text
COLUMN,read_models,customer_operational_history,customer_key,text,YES,
COLUMN,read_models,customer_operational_history,orders_total,integer,YES,
COLUMN,read_models,customer_operational_history,delivered,integer,YES,
COLUMN,read_models,customer_operational_history,cancelled,integer,YES,
COLUMN,read_models,customer_operational_history,return_to_origin,integer,YES,
COLUMN,read_models,customer_operational_history,incidents,integer,YES,
COLUMN,read_models,customer_operational_history,first_absence,integer,YES,
COLUMN,read_models,customer_operational_history,second_absence,integer,YES,
COLUMN,read_models,customer_operational_history,refused,integer,YES,
COLUMN,read_models,customer_operational_history,pickup_at_agency,integer,YES,
COLUMN,read_models,customer_operational_history,recovery_success,integer,YES,
COLUMN,read_models,customer_operational_history,duplicate_attempts,integer,YES,
COLUMN,read_models,customer_operational_history,last_order_at,timestamp with time zone,YES,
COLUMN,read_models,customer_operational_history,run_mode,text,YES,
COLUMN,read_models,customer_operational_history,actions_executed,integer,YES,
COLUMN,read_models,customer_operational_history,production_writes,integer,YES,
COLUMN,read_models,customer_operational_history,orders_active,integer,YES,
COLUMN,read_models,customer_operational_history,recovery_attempts,integer,YES,
COLUMN,read_models,customer_operational_history,last_incident_at,timestamp with time zone,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,carrier,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,market,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,code,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,normalized_type,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,description_example_sanitized,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,first_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,last_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,occurrences,bigint,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,mapping_status,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,policy_id,text,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,human_review_required,boolean,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,automation_allowed,boolean,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,updated_at,timestamp with time zone,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,actions_executed,integer,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,production_writes,integer,YES,
COLUMN,read_models,integration_carrier_issue_code_registry,last_verified_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,market,text,YES,
COLUMN,read_models,integration_dropea_issues,store_id,text,YES,
COLUMN,read_models,integration_dropea_issues,dropea_issue_id,text,YES,
COLUMN,read_models,integration_dropea_issues,canonical_issue_id,text,YES,
COLUMN,read_models,integration_dropea_issues,canonical_order_id,text,YES,
COLUMN,read_models,integration_dropea_issues,dropea_order_id,text,YES,
COLUMN,read_models,integration_dropea_issues,carrier,text,YES,
COLUMN,read_models,integration_dropea_issues,canonical_type,text,YES,
COLUMN,read_models,integration_dropea_issues,secondary_type,text,YES,
COLUMN,read_models,integration_dropea_issues,raw_type,text,YES,
COLUMN,read_models,integration_dropea_issues,status,text,YES,
COLUMN,read_models,integration_dropea_issues,is_active,boolean,YES,
COLUMN,read_models,integration_dropea_issues,initial_carrier_code,text,YES,
COLUMN,read_models,integration_dropea_issues,initial_carrier_description_sanitized,text,YES,
COLUMN,read_models,integration_dropea_issues,initial_carrier_substatus_code,text,YES,
COLUMN,read_models,integration_dropea_issues,allowed_resolution_options,ARRAY,YES,
COLUMN,read_models,integration_dropea_issues,capability_status,text,YES,
COLUMN,read_models,integration_dropea_issues,resolution_status,text,YES,
COLUMN,read_models,integration_dropea_issues,pickup_point_masked,jsonb,YES,
COLUMN,read_models,integration_dropea_issues,delivery_attempt_number,text,YES,
COLUMN,read_models,integration_dropea_issues,created_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,updated_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,source_event_id,text,YES,
COLUMN,read_models,integration_dropea_issues,source_version,text,YES,
COLUMN,read_models,integration_dropea_issues,observed_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,payload_hash,text,YES,
COLUMN,read_models,integration_dropea_issues,data_freshness,text,YES,
COLUMN,read_models,integration_dropea_issues,human_review,boolean,YES,
COLUMN,read_models,integration_dropea_issues,automation_allowed,boolean,YES,
COLUMN,read_models,integration_dropea_issues,first_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,last_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_issues,shadow_mirror_writes,integer,YES,
COLUMN,read_models,integration_dropea_issues,actions_executed,integer,YES,
COLUMN,read_models,integration_dropea_issues,production_writes,integer,YES,
COLUMN,read_models,integration_dropea_orders,market,text,YES,
COLUMN,read_models,integration_dropea_orders,store_id,text,YES,
COLUMN,read_models,integration_dropea_orders,dropea_order_id,text,YES,
COLUMN,read_models,integration_dropea_orders,canonical_order_id,text,YES,
COLUMN,read_models,integration_dropea_orders,external_order_id_hash,text,YES,
COLUMN,read_models,integration_dropea_orders,status,text,YES,
COLUMN,read_models,integration_dropea_orders,sub_status,text,YES,
COLUMN,read_models,integration_dropea_orders,lifecycle_status,text,YES,
COLUMN,read_models,integration_dropea_orders,total_amount,numeric,YES,
COLUMN,read_models,integration_dropea_orders,currency,text,YES,
COLUMN,read_models,integration_dropea_orders,payment_method,text,YES,
COLUMN,read_models,integration_dropea_orders,carrier,text,YES,
COLUMN,read_models,integration_dropea_orders,service_type,text,YES,
COLUMN,read_models,integration_dropea_orders,line_items_masked,jsonb,YES,
COLUMN,read_models,integration_dropea_orders,canonical_product_keys,ARRAY,YES,
COLUMN,read_models,integration_dropea_orders,product_display_names,jsonb,YES,
COLUMN,read_models,integration_dropea_orders,normalized_address_hash,text,YES,
COLUMN,read_models,integration_dropea_orders,address_line_2_present,boolean,YES,
COLUMN,read_models,integration_dropea_orders,created_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,updated_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,confirmed_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,delivered_at_utc,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,source_system,text,YES,
COLUMN,read_models,integration_dropea_orders,source_version,text,YES,
COLUMN,read_models,integration_dropea_orders,schema_version,text,YES,
COLUMN,read_models,integration_dropea_orders,observed_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,payload_hash,text,YES,
COLUMN,read_models,integration_dropea_orders,data_freshness,text,YES,
COLUMN,read_models,integration_dropea_orders,historical_pre_cutover,boolean,YES,
COLUMN,read_models,integration_dropea_orders,first_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,last_seen_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_orders,shadow_mirror_writes,integer,YES,
COLUMN,read_models,integration_dropea_orders,actions_executed,integer,YES,
COLUMN,read_models,integration_dropea_orders,production_writes,integer,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,market,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,store_id,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,resource_type,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,phase,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,page,integer,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,requested_limit,integer,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,records_read,bigint,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,records_inserted_to_shadow,bigint,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,records_updated_in_shadow,bigint,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,duplicates_skipped,bigint,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,errors,bigint,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,checkpoint_masked,jsonb,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,sync_started_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,sync_completed_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,source_updated_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,freshness,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,pagination_complete,boolean,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,last_error_code,text,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,updated_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,actions_executed,integer,YES,
COLUMN,read_models,integration_dropea_sync_checkpoints,production_writes,integer,YES,
COLUMN,read_models,integration_dropea_webhook_events,event_id,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,topic,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,market,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,store_id,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,resource_id,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,payload_hash,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,auth_status,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,event_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_webhook_events,received_at,timestamp with time zone,YES,
COLUMN,read_models,integration_dropea_webhook_events,processing_status,text,YES,
COLUMN,read_models,integration_dropea_webhook_events,late_event,boolean,YES,
COLUMN,read_models,integration_dropea_webhook_events,actions_executed,integer,YES,
COLUMN,read_models,integration_dropea_webhook_events,production_writes,integer,YES,
COLUMN,read_models,issue_state_history,history_id,text,YES,
COLUMN,read_models,issue_state_history,canonical_issue_id,text,YES,
COLUMN,read_models,issue_state_history,canonical_order_id,text,YES,
COLUMN,read_models,issue_state_history,status,text,YES,
COLUMN,read_models,issue_state_history,is_active,boolean,YES,
COLUMN,read_models,issue_state_history,carrier_code,text,YES,
COLUMN,read_models,issue_state_history,normalized_type,text,YES,
COLUMN,read_models,issue_state_history,resolution_status,text,YES,
COLUMN,read_models,issue_state_history,source_event_id,text,YES,
COLUMN,read_models,issue_state_history,observed_at,timestamp with time zone,YES,
COLUMN,read_models,issue_state_history,effective_at,timestamp with time zone,YES,
COLUMN,read_models,issue_state_history,payload_hash,text,YES,
COLUMN,read_models,issue_state_history,freshness,text,YES,
COLUMN,read_models,issue_state_history,actions_executed,integer,YES,
COLUMN,read_models,issue_state_history,production_writes,integer,YES,
COLUMN,read_models,migration_summary,source,text,YES,
COLUMN,read_models,migration_summary,source_object,text,YES,
COLUMN,read_models,migration_summary,status,text,YES,
COLUMN,read_models,migration_summary,source_records,bigint,YES,
COLUMN,read_models,migration_summary,imported_records,bigint,YES,
COLUMN,read_models,migration_summary,transformed_records,bigint,YES,
COLUMN,read_models,migration_summary,rejected_records,bigint,YES,
COLUMN,read_models,migration_summary,duplicate_records,bigint,YES,
COLUMN,read_models,migration_summary,errors,bigint,YES,
COLUMN,read_models,migration_summary,masking_status,text,YES,
COLUMN,read_models,migration_summary,reconciliation_status,text,YES,
COLUMN,read_models,migration_summary,started_at,timestamp with time zone,YES,
COLUMN,read_models,migration_summary,completed_at,timestamp with time zone,YES,
COLUMN,read_models,migration_summary,actions_executed,integer,YES,
COLUMN,read_models,migration_summary,production_writes,integer,YES,
COLUMN,read_models,operational_truth_summary,truth_snapshots,bigint,YES,
COLUMN,read_models,operational_truth_summary,shadow_eligible,bigint,YES,
COLUMN,read_models,operational_truth_summary,comparisons,bigint,YES,
COLUMN,read_models,operational_truth_summary,decision_memories,bigint,YES,
COLUMN,read_models,operational_truth_summary,graph_entities,bigint,YES,
COLUMN,read_models,operational_truth_summary,graph_relationships,bigint,YES,
COLUMN,read_models,operational_truth_summary,enterprise_twins,bigint,YES,
COLUMN,read_models,operational_truth_summary,actions_executed,integer,YES,
COLUMN,read_models,operational_truth_summary,production_writes,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,active_incidents,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,with_conversation,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,without_conversation,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,multiple_conversations,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,stale_conversations,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,broken_conversations,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,unknown_conversations,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,coverage_percent,numeric,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,last_checked_at,timestamp with time zone,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,actions_executed,integer,YES,
COLUMN,read_models,operations_chatby_conversation_coverage,production_writes,integer,YES,
COLUMN,read_models,operations_connector_health,connector,text,NO,
COLUMN,read_models,operations_connector_health,transport_health,text,NO,
COLUMN,read_models,operations_connector_health,data_health,text,NO,
COLUMN,read_models,operations_connector_health,last_success_at,timestamp with time zone,YES,
COLUMN,read_models,operations_connector_health,last_failure_at,timestamp with time zone,YES,
COLUMN,read_models,operations_connector_health,lag_seconds,bigint,YES,
COLUMN,read_models,operations_connector_health,pagination_complete,boolean,YES,
COLUMN,read_models,operations_connector_health,checked_at,timestamp with time zone,NO,
COLUMN,read_models,operations_conversation_summaries,canonical_order_id,text,NO,
COLUMN,read_models,operations_conversation_summaries,has_customer_replied,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,latest_inbound_message_at,timestamp with time zone,YES,
COLUMN,read_models,operations_conversation_summaries,latest_relevant_message_hash,text,YES,
COLUMN,read_models,operations_conversation_summaries,detected_intent,text,NO,'UNKNOWN'::text
COLUMN,read_models,operations_conversation_summaries,requested_date,date,YES,
COLUMN,read_models,operations_conversation_summaries,requested_time_window,text,YES,
COLUMN,read_models,operations_conversation_summaries,address_change_detected,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,refusal_detected,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,acceptance_detected,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,discount_accepted,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,change_of_intent,boolean,NO,false
COLUMN,read_models,operations_conversation_summaries,contradiction,text,NO,'NONE'::text
COLUMN,read_models,operations_conversation_summaries,confidence,numeric,YES,
COLUMN,read_models,operations_conversation_summaries,messages_used,integer,NO,0
COLUMN,read_models,operations_conversation_summaries,messages_ignored,integer,NO,0
COLUMN,read_models,operations_conversation_summaries,explanation_masked,jsonb,NO,'{}'::jsonb
COLUMN,read_models,operations_conversation_summaries,freshness,text,NO,'UNKNOWN'::text
COLUMN,read_models,operations_conversation_summaries,updated_at,timestamp with time zone,NO,
COLUMN,read_models,operations_data_freshness,market,text,YES,
COLUMN,read_models,operations_data_freshness,store_id,text,YES,
COLUMN,read_models,operations_data_freshness,resource_type,text,YES,
COLUMN,read_models,operations_data_freshness,phase,text,YES,
COLUMN,read_models,operations_data_freshness,source_updated_at,timestamp with time zone,YES,
COLUMN,read_models,operations_data_freshness,freshness,text,YES,
COLUMN,read_models,operations_data_freshness,pagination_complete,boolean,YES,
COLUMN,read_models,operations_data_freshness,records_read,bigint,YES,
COLUMN,read_models,operations_data_freshness,errors,bigint,YES,
COLUMN,read_models,operations_data_freshness,measured_at,timestamp with time zone,YES,
COLUMN,read_models,operations_data_freshness,actions_executed,integer,YES,
COLUMN,read_models,operations_data_freshness,production_writes,integer,YES,
COLUMN,read_models,operations_data_quality,orders_total,integer,YES,
COLUMN,read_models,operations_data_quality,orders_identity_exact,integer,YES,
COLUMN,read_models,operations_data_quality,orders_identity_conflicting,integer,YES,
COLUMN,read_models,operations_data_quality,issues_total,integer,YES,
COLUMN,read_models,operations_data_quality,issues_unknown_code,integer,YES,
COLUMN,read_models,operations_data_quality,incidents_without_conversation,integer,YES,
COLUMN,read_models,operations_data_quality,multiple_conversations,integer,YES,
COLUMN,read_models,operations_data_quality,stale_orders,integer,YES,
COLUMN,read_models,operations_data_quality,stale_issues,integer,YES,
COLUMN,read_models,operations_data_quality,event_gaps,integer,YES,
COLUMN,read_models,operations_data_quality,reconciliation_findings,integer,YES,
COLUMN,read_models,operations_data_quality,read_model_mismatches,integer,YES,
COLUMN,read_models,operations_data_quality,measured_at,timestamp with time zone,YES,
COLUMN,read_models,operations_data_quality,actions_executed,integer,YES,
COLUMN,read_models,operations_data_quality,production_writes,integer,YES,
COLUMN,read_models,operations_decision_cards,decision_id,text,NO,
COLUMN,read_models,operations_decision_cards,canonical_order_id,text,NO,
COLUMN,read_models,operations_decision_cards,canonical_issue_id,text,YES,
